epoch;classification_output_accuracy;classification_output_loss;loss;segmentation_output_accuracy;segmentation_output_loss;val_classification_output_accuracy;val_classification_output_loss;val_loss;val_segmentation_output_accuracy;val_segmentation_output_loss
0;0.5517241358757019;1.3369537591934204;2.068876028060913;0.627675473690033;0.7319216132164001;0.699999988079071;0.9498862028121948;1.8719637393951416;0.49365234375;0.9220775365829468
