epoch;classification_output_loss;loss;segmentation_output_loss;val_classification_output_loss;val_loss;val_segmentation_output_loss
0;1.3070640563964844;2.301917791366577;0.49742671847343445;0.8978090882301331;2.3477888107299805;0.7249898314476013
0;1.1437139511108398;1.8860193490982056;0.3711525797843933;0.7946851849555969;2.059842824935913;0.6325787901878357
0;1.1350197792053223;1.8118010759353638;0.33839067816734314;9.790780067443848;11.788008689880371;0.9986147284507751
0;1.206689476966858;1.7977921962738037;0.2955513596534729;11.428792953491211;13.165778160095215;0.8684926629066467
0;1.0675407648086548;1.6307674646377563;0.2816132605075836;17.57034683227539;19.52393913269043;0.9767965078353882
0;1.1131702661514282;1.6347602605819702;0.26079505681991577;21.6478271484375;23.53656578063965;0.944370687007904
0;1.0990756750106812;1.586992621421814;0.2439582794904709;191.9896697998047;193.9896697998047;0.9999992847442627
0;1.091806173324585;1.5664664506912231;0.23733022809028625;19.4897518157959;21.4511775970459;0.980712890625
0;1.1115597486495972;1.5316776037216187;0.21005912125110626;102.1584243774414;104.15831756591797;0.999943733215332
0;1.1778662204742432;1.6080305576324463;0.2150823026895523;76.61202239990234;78.31244659423828;0.8502147197723389
0;1.044951319694519;1.4538514614105225;0.2044501155614853;16.447954177856445;17.880035400390625;0.7160413265228271
0;1.0690910816192627;1.4472849369049072;0.18909688293933868;21.004838943481445;22.430416107177734;0.7127888202667236
0;1.1637219190597534;1.51914644241333;0.17771217226982117;5.535635948181152;6.578146457672119;0.5212549567222595
0;1.1729650497436523;1.5305273532867432;0.17878107726573944;17.280826568603516;18.24553108215332;0.48235175013542175
0;1.0342837572097778;1.3985447883605957;0.1821305900812149;4.406271934509277;5.286282062530518;0.440004825592041
0;0.8932433128356934;1.2202595472335815;0.1635081022977829;3.819206953048706;4.649972915649414;0.41538313031196594
0;1.0332218408584595;1.3441405296325684;0.1554594337940216;4.140440940856934;4.938033103942871;0.3987957835197449
0;1.0466595888137817;1.3487271070480347;0.15103374421596527;1.5117632150650024;2.1023576259613037;0.2952972948551178
0;0.9464098215103149;1.2144782543182373;0.13403421640396118;1.4218883514404297;1.9074862003326416;0.24279889464378357
0;0.8941687941551208;1.1753575801849365;0.14059437811374664;4.531020641326904;4.939768314361572;0.20437383651733398
0;1.068953275680542;1.3595160245895386;0.14528141915798187;0.999066174030304;1.357329249382019;0.1791316121816635
0;0.9981319308280945;1.2375954389572144;0.11973182111978531;0.7124781012535095;1.0786288976669312;0.18307539820671082
0;0.9065613150596619;1.1488786935806274;0.12115873396396637;0.6467377543449402;0.9285029172897339;0.14088256657123566
0;0.9380773305892944;1.156280517578125;0.10910160094499588;0.6422227025032043;0.908916711807251;0.13334697484970093
0;0.8861436247825623;1.0971347093582153;0.10549554973840714;1.5130095481872559;1.7267916202545166;0.10689104348421097
0;0.9566130042076111;1.1670111417770386;0.10519901663064957;0.6936674118041992;0.9840089082717896;0.14517079293727875
0;0.8894641995429993;1.0884852409362793;0.09951052814722061;0.6644941568374634;0.8545294404029846;0.09501766413450241
0;0.9695917367935181;1.1498403549194336;0.09012449532747269;0.6680175065994263;0.9269384741783142;0.12946046888828278
0;0.9091191291809082;1.0798839330673218;0.08538244664669037;0.6734686493873596;0.9223483800888062;0.12443988770246506
0;0.914620041847229;1.0886636972427368;0.0870218351483345;1.5059736967086792;1.741786241531372;0.11790625751018524
0;0.9575607776641846;1.1384540796279907;0.09044666588306427;0.6319027543067932;0.8206383585929871;0.09436780959367752
0;0.9481545090675354;1.1230969429016113;0.08747110515832901;0.6626251935958862;0.8289851546287537;0.08317998051643372
0;0.8888049721717834;1.0583982467651367;0.08479668200016022;0.7839133739471436;0.937975287437439;0.07703099399805069
0;0.8502526879310608;1.0112475156784058;0.08049742877483368;0.6786615252494812;0.8265726566314697;0.07395558059215546
0;0.9427433013916016;1.0923949480056763;0.07482577860355377;0.647209882736206;0.9044439196586609;0.1286170482635498
0;0.9233481287956238;1.0716326236724854;0.07414230704307556;0.7189316153526306;0.8890545964241028;0.0850614532828331
0;0.9220229983329773;1.076101541519165;0.07703927159309387;0.7699069976806641;0.9071027040481567;0.06859787553548813
0;0.8495704531669617;0.9975488185882568;0.07398933917284012;0.652949869632721;0.8096039295196533;0.07832707464694977
0;0.8820372223854065;1.026748538017273;0.07235575467348099;0.6455621123313904;0.7851449251174927;0.06979139894247055
0;0.890983521938324;1.0344442129135132;0.07173031568527222;0.9534681439399719;1.1725010871887207;0.10951647162437439
0;0.9240283966064453;1.0663574934005737;0.07116451114416122;0.8094371557235718;0.9469391703605652;0.06875097006559372
0;0.8693441152572632;1.0080777406692505;0.06936679780483246;0.6299312710762024;0.7701738476753235;0.07012127339839935
0;0.8634995222091675;1.005936861038208;0.07121871411800385;0.7273511290550232;0.8779186010360718;0.0752837210893631
0;0.8828060626983643;1.012030839920044;0.06461232900619507;0.6880960464477539;0.8459636569023132;0.07893382757902145
0;0.8845489025115967;1.0198562145233154;0.06765364110469818;0.692884624004364;0.827839732170105;0.06747757643461227
0;0.8935679793357849;1.0241774320602417;0.06530482321977615;0.6435366272926331;0.7852033376693726;0.07083339989185333
0;0.8764814734458923;1.0108180046081543;0.06716829538345337;0.6688430309295654;0.8137372732162476;0.07244720309972763
0;0.8587703704833984;0.9911234378814697;0.06617653369903564;0.7121070623397827;0.8502051830291748;0.06904909759759903
0;0.842847466468811;0.9693030118942261;0.06322773545980453;0.6494455933570862;0.8425532579421997;0.09655383974313736
0;0.9033204913139343;1.0305118560791016;0.06359558552503586;0.6655178070068359;0.8043980002403259;0.06944016367197037
0;0.8238509893417358;0.9572776556015015;0.0667133703827858;0.6419026851654053;0.7926175594329834;0.07535743713378906
0;0.8868568539619446;1.003147006034851;0.05814502015709877;0.8189239501953125;0.9480509161949158;0.06456349790096283
0;0.8806154131889343;0.9989074468612671;0.0591459758579731;0.6566270589828491;0.7896618247032166;0.06651739031076431
0;0.8603358864784241;0.9792026877403259;0.059433452785015106;0.6409575939178467;0.7581704258918762;0.05860641971230507
0;0.862810492515564;0.9831714034080505;0.060180410742759705;0.6423471570014954;0.7745205163955688;0.06608665734529495
0;0.8719741106033325;0.9886192083358765;0.058322422206401825;0.6646983623504639;0.7927631735801697;0.06403244286775589
0;0.8752541542053223;0.9947036504745483;0.05972477048635483;0.6685591340065002;0.7854766845703125;0.05845879390835762
0;0.8692331910133362;0.9823419451713562;0.05655444413423538;0.6396505832672119;0.7788203954696655;0.06958489120006561
0;0.8676672577857971;0.9909903407096863;0.06166156381368637;0.7665538191795349;0.9203096032142639;0.07687795907258987
0;0.9162588715553284;1.0290356874465942;0.05638842657208443;0.6838896870613098;0.8144049048423767;0.06525764614343643
0;0.8823608756065369;0.9978782534599304;0.057758625596761703;0.6249244213104248;0.7364374995231628;0.055756501853466034
0;0.8986916542053223;1.0098010301589966;0.05555465444922447;0.7235110998153687;0.8648447394371033;0.07066681236028671
0;0.8713365793228149;0.9846948981285095;0.056679192930459976;0.6370956301689148;0.7989267706871033;0.08091554790735245
0;0.893206000328064;1.0075629949569702;0.057178378105163574;0.6927928924560547;0.8092592358589172;0.05823318287730217
0;0.8352506160736084;0.9428054690361023;0.05377742275595665;0.6851913928985596;0.8327446579933167;0.07377663999795914
0;0.842096745967865;0.9542192816734314;0.05606139451265335;0.6259748935699463;0.7603734135627747;0.06719928234815598
0;0.8693099021911621;0.9769240617752075;0.05380694568157196;0.5632174015045166;0.6778625845909119;0.05732260271906853
